"text","sentiment","group"
"tweets If, Erdogan the terrorist, does not get removed and Abdullah Ocalan does not get released by August 30, turkey will be sliced in two","negative","tweets"
"movies there 's no good answer to that one .","negative","movies"
"restaurants They had crayons for the kids","negative","restaurants"
"movies the premise of jason x is silly but strangely believable .","positive","movies"
"tweets @user Really! So lucky, Matt Harvey is pitching, it's David Wright's 1st home game since coming off the disabled list!""","neutral","tweets"
"movies wise and deadpan humorous .","positive","movies"
"restaurants It's a good lunch buffet and they don't take you to the cleaners.  I enjoyed the Chicken Tandoori and Curry Chicken,.  I would have preferred that they would have used boneless chicken but it was still good.  I also liked the rice pudding!  As my friend Jessica F stated, make sure you print the $5.00 coupon from their website!","positive","restaurants"
"movies those who are only mildly curious , i fear , will be put to sleep or bewildered by the artsy and often pointless visuals .","negative","movies"
"movies so unique and stubborn and charismatic that you want it to be better and more successful than it is .","neutral","movies"
"tweets Gov.Ventura is right Abortion is premeditated murder in the 1st degree Scott Walker's law is stupid Who shed's  man's blood By man hisBshed","negative","tweets"
"tweets Sigh otra MetLife is tomorrow and I'm not going ://","neutral","tweets"
"restaurants The only reason this location gets 2 stard is because i luv Chipotle! I use to have this at least 2 times a week, but now its way less, and the only reason is for the disorganization at this particular location! Like a few other yelpers have stated the service here sucks. On multiple trips i have waited in line for 30+ mins cuz they ran out of stuff on the line and just not efficient. I work in downtown and go to the location at cityscape and that is a model location. Lines are crazy long but the line is always moving. I was soo pissed one day cuz i waited and waited then they got my order wrong and gave me attitude when i mentioned the mistake, so i went online and wrote their corporate office. I basically stated they should look into this location cuz it could do soo much better. Gotta say i have been back to this chipotle and nothing has changed :( so if ur craving and dont wnt to deal drive to the one on 99th!","negative","restaurants"
"restaurants This place has potential but I didn't care for the layout.  Long bar is neat but instead of all the small tv's they should have put in bigger one's and spread them out.  The large screens are neat, but sitting in the uncomfortable chairs sitting to close to them was bad planning.  I believe the owner is a Sooners fan so that game rules over others, even Devils games.  The volume wasn't on for the Devils game, wth.  Waitress was lazy, didn't come by the table often.  Chicken Tenders were good, with sweet and sour sauce.  Sweet Potato Fries are gross, doesn't taste anything like 'em.  I'd go to hang out and not expect much in the future.","negative","restaurants"
"tweets The International Committee of the Red Cross said on Sunday it now considers the conflict in Syria a civil war\u002c meaning international...","neutral","tweets"
"movies has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .","negative","movies"
"movies it still feels like a prison stretch .","negative","movies"
"tweets I just realized that Go Set a Watchman comes out tomorrow!!!","positive","tweets"
"tweets ""Hey it's Monday. Just remember, Cate Blanchett as Galadriel. Have a great week everyone.""","positive","tweets"
"tweets @user @user wouldn't be the 1st time they tried it. I mean come on, PM Tony Blair is literally an anagram of I'm Tory Plan B! ;)""","neutral","tweets"
"restaurants Yay my first 1 star review!! I didn't die after dining here so maybe that's a bit harsh but that's just how I feel. This place just plain sucks. Granted I didn't try much on the menu, no meat, no seafood but judging from the other reviews it probably would not have mattered.\n\nI probably never would have come here but I got forced into going with a work group for the obligatory birthday celebrations. I usually try to avoid these because the short list of where we end up usually includes Olive Garden and TGIF. Meh.\n\nI had the asparagus rolls and sweet tofu sushi(Inari). I had to load the tiny little asparagus rolls with ginger, wasabi and soy sauce to give them any sustenance. The sweet tofu was missing some normal ingredients I was expecting, the tofu pouch was mushy and cold. I snuck some vegetable tempura off a plate of a coworker and even that was not anything great - how do you f up Vegetable Tempura?!\n\nThe biggest issue was when I got there I asked for water. When the waitress came back asking if I was having anything to drink I said just water. When the meal was over and I asked if I could get a water she came back 5 min later with nothing but the checks for everyone. Awesome. \n\nThe Teppanyaki guys were pretty good, I will give them that. I don't know how everyones else meal was and frankly I don't care. I lost 45 minutes of my life and $11.25 I will never get back. Saynara Ah-So.","negative","restaurants"
"tweets ""Aaron Rodgers jersey battery room, under the windmill. Wagnoli - 4 August 2011 - Blog - designer wedding dresses sale,""","neutral","tweets"
"tweets Azealia Banks may find herself in another hot situation after she involved herself in the Miley Cyrus and Nicki...","neutral","tweets"
"tweets ""Work hard, play hard. I'll see you busters at Riot Fest tomorrow #ImaStartARiot""","positive","tweets"
"movies el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors .","negative","movies"
"movies the pairing does sound promising in theory ... but their lack of chemistry makes eddie murphy and robert deniro in showtime look like old , familiar vaudeville partners .","negative","movies"
"restaurants Visiting from out of town and went to the breakfast club. Worst breakfast experience ever. Your experience in a restaurant starts from the time you are greeted and usually sets the tone of everything to follow. We sat at the counter and the black girl working it looked at us like  she wanted to know what the hell we were doing there and what do we want. If she attempted even the slightest smile it woulda cracked that pretty smooth face for sure. Why do they hire people to work with the public that have absolutely NO PEOPLE SKILLS. Ok, on to the SECOND impression. The coffee. Its horrible. Luke warm light brown dirty water. They should be ashamed they're selling it. LASTLY, the food. It was ok but served to the table almost immediately after it was ordered, cold. 3 strikes Breakfast Club, yeeeeeeer OUT!!!","negative","restaurants"
"movies will probably be one of those movies barely registering a blip on the radar screen of 2002 .","negative","movies"
"movies i have n't seen such self-amused trash since freddy got fingered .","negative","movies"
"movies stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .","positive","movies"
"tweets More pics of Niall and Liam at the U.S. open SEP 02.  #OTRABuffalo #LouisBackTo1D","neutral","tweets"
"restaurants Fortunately for me, I was saved by another buffet down the strip on my day pass (only reason I'm giving it 2 stars), but this was easily the worst tasting food I had on my vacation.  I did my best to sample everything at the buffet but honestly, everything besides their fresh shrimp and cocktail/horseradish sauce, was not very appetizing and the food did not taste as good as it looked.  \n\nThe atmosphere was fine, but that's not why we're really here, are we?  The meats were dry, vegetables weren't seasoned well, food wasn't served very warm... maybe they staffed the C-team on a Monday?","negative","restaurants"
"restaurants Was approved for \""their\"" financing/credit.  After picking out a few items, we sat down to discuss the financing. The attitude of our sales guy went from friendly to  hardly talking once I started to take items off my order as I didn't want my payments to be over $100 per month. We finally finished the sale, the sales guy got up and said he had to take care of another customer, so a different guy came in to close the sale. I noticed that my address was incorrect the new salesguy told me the original salesguy would have to update it. Um ok?? Before leaving I was assured that my address would be corrected. This was a Wednesday. I specifically asked that they postpone delivery for the following Monday as we were going to be out of town. The very next day I receive a phone call stating they have delivery set up for Friday. I tell the guy that I wanted it delivered on Monday and he says ok no problem, he would push it out until then. He also verified my address which was WRONG and so he updated it. Monday comes, I waited for a phone call, the sound of a truck outside, some kind of sign they were coming. I call the delivery number and they told me I was not on the list of deliveries that day. I then call the store and ask for my sales guy, he's not in yet. I then get a phone call later on stating that they couldn't schedule the delivery because MY ADDRESS WAS INCORRECT. Really. That pissed me off so bad. Without missing a beat, I went down to the store and canceled my order. If they couldn't get the delivery straight I was afraid to see what would happen once I got my first bill. I don't like to feel that I am being played. I was able to cancel without any hassles but did hear lots of excuses and apologies. I am sooooooo glad I canceled. I've read the horror stories all over the internet about this company and their financing. I also found out they have another low interest credit card through GE but they dont offer their customers that because of course they want to sucker you into their own high interest financing. After I canceled the order, I got a phone call stating \""hi we have you scheduled for a delivery and will be there tomorrow.\"" I said no you have the wrong info as I've already canceled the order. I ended up going to RC Willey and getting financed there without any problems whatsoever!","negative","restaurants"
"restaurants I just moved here, drove from Colorado with my boyfriend and he needed a cab to the airport at 5:30 am.  I called on Wednesday and scheduled a pick up for Thursday, I spoke with Shawn and set it all up, he was so very kind and professional.  The driver called at 5 am to confirm pick up was here by 5:30 and took him to the airport for less than $15. I was so impressed with the service I felt it was necessary to write a positive review for Lucky Cab. Thank you Lucky! If anyone needs a taxi I would definitely recommend this company!","positive","restaurants"
"tweets This time tomorrow I'll be waiting for the Foo Fighters to grace the stage with @user #foofighters #RoyalBlood","positive","tweets"
"movies twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .","neutral","movies"
"movies waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway .","positive","movies"
"tweets @user I guess they the gucci ones they come out tomorrow","neutral","tweets"
"restaurants I been have been using Accountable Business Services for my personal and company taxes for the past 5 years (unlike Kaki C. who lives in San Diego?) and it is a HUGE relief to have such knowledgeable and helpful people as them doing my taxes every year. Al Decker and all the staff at Accountable Business Services are not only great to work with, it is truly the finest tax firm I have ever used and I have used many. What you won't see online or on NPR or in the Biz Journal are any follow up stories reporting about how Accountable Business Services was cleared of all charges and won that trumped up case that was brought against them. That should tell you something about just how good they are at what they do. The truth of the matter is a lot of the agents at the IRS and state tax services are poorly trained, know very little, and are illiterate to many tax laws. That should be the real story. I gladly give Accountable Business Services my highest recommendation to anyone and everyone I know -- and I often do! Thank you Al, Linda, Karry, and everyone at ABS.","positive","restaurants"
"restaurants Didn't know you were here.  Breakfast sandwich hit the spot. I'll be back","positive","restaurants"
"tweets This Saturday GREEN VELVET back at Cherry Moon! Together with DEG\u002c FRANK ZOLEX\u002c YOURI PARKER & DJ GHOST! Be part...","neutral","tweets"
"movies ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese ` cultural revolution . '","positive","movies"
"tweets @user @user ticibhfi the Katy Perry fan is talking may I take a message?","neutral","tweets"
"restaurants I ate the Grand Lux Cafe located in the Venetian for brunch awhile ago and thought it deserved a good review. I was there with a group of about 15 people and the service was excellent, even though we had a large party they were quick to keep us entertained while getting our food out promptly. I ordered the Seared Ahi Salad and it was amazing! I don't recall what everyone else ordered, but there we no complaints about the food! I shared an oreo cheesecake type of desert with a friend and that was wonderful as well! Our waiter was the nicest guy. He thought one of the girls that was with us was cute, he brought her out a cute little dessert with some strawberries. Definitely plan on eating here again!","positive","restaurants"
"restaurants This is my local Taco bell, and my Taco Bell of choice.  If you've ever been to any of the thousands of Taco Bells around this great country, then you know the tasty, affordable dining experience you are sure to have each and every time you go to a Taco Bell, and this one is no different.  \n\nWhen I go here, I usually keep it simple.  I prefer the XXL Grilled stuffed burrito - chicken or steak, it doesn't matter.  I ALWAYS STAY AWAY FROM THE GROUND BEEF!  You just don't know what you're getting with that stuff, and its really not worth putting your life on the line to find out.  Other menu highlights include, any of the soft tacos, nachos bell grande, seven-layer nachos, chick/steak burrito supreme, seven-layer crunch wrap supreme, and the pintos and cheese.  Of course there are many other items on the menu from crunch-wraps to cinnamon twists, but the best part of taco bell is that this great variety of menu options is offered from 2 in the afternoon to 2 in the morning!\n\nSo if you want good, cheap, filling, food, you know what to do - RUN FOR THE BORDER!","positive","restaurants"
"movies their computer-animated faces are very expressive .","positive","movies"
"movies ... a solid , unassuming drama .","positive","movies"
"movies -lrb- janey -rrb- forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies .","negative","movies"
"tweets Just back from pre-season. Legs are knackered. Now going to watch the  2nd leg of the Europa League Liverpool v FC Gomel.........!!!x","positive","tweets"
"tweets ""Ohio State women's volleyball up to No. 15 in the nation. Other rankings: women's hockey 10th, women's soccer 21st""","neutral","tweets"
"restaurants Grilled octopus... was our server's choice but i almost spit it back out cuz it was jus tooooo salty!!! Bone marrow overwhelmed with butter. The bread that came with beef tartar was burnt. Tomato gazpacho tasted like what i assume baby barf would taste like. Yucky food so poorly prepared. It just looked pretty and that was all i could say. Even the mojito was a fail. Never to be back! This is not human food.","negative","restaurants"
"restaurants Food is amazing!!! And staff is ALWAYS so nice!!!","positive","restaurants"
"restaurants My experience was by far the most pleasant I have ever had at a laundromat.  I walked in and was scoping the place out - where the large capacity washers were, where the dryers were, etc.  Within about 15 seconds a very friendly man said \""looks like you have questions\"", and I did.  He and his female co-worker were exceedingly friendly, very approachable, and helpful with pointing out exactly which machines best suited my needs.  These guys need a raise.  They even have little perks, like if you buy a roll of quarters from them and don't use them all, they'll trade them back in for dollar bills so you don't have to carry around the extra coinage if you don't want to.  How sweet!  The staff recognized and chatted with regulars, were very sweet to some teenage boy doing a couple of families worth of laundry, and were just all around warm.\n\nYes, about half the dryers were out of commission, but that still left about 16 available for use, which was plenty for the semi-busy crowd this afternoon.  I found the variety of machines perfect, the quality of the machines exactly what I expected, and the staff made me actually look forward to returning.","positive","restaurants"
"restaurants Vons is expensive.  I barely go to any grocery store besides the organic places.  I do not like going to Vons, Albertsons, etc...they all are over priced on any healthy things.  You can go to the health store and buy the products for much cheaper.  Overall the store is very clean and the staff is very friendly.  This location is in Boca Park, where everything is pretty much high end.","positive","restaurants"
"restaurants Good airport. Never had an issue in security line or anywhere else.","positive","restaurants"
"tweets MT @user My apologies: my bronchitis prevents it\u002c and Countdown tonight. Bill Carter & @user replace\u002c respectively","neutral","tweets"
"movies quelle surprise !","neutral","movies"
"tweets Austin Rivers is overrated I don\u2019t see how he came out in 1st round","negative","tweets"
"restaurants Standard traditional pub.  Good location, just below the castle.  Inside it has ye olde design, timber moulded cladding, large bar and basic toilets down stairs.  We went one Saturday night around 11.30pm and it was dead!  Maybe eight other folk there, so there was little atmosphere.  There's a lovely little seating niche in the corner by the front entrance, it feels like you have your own mini private drinking room!  Nab that area if you can.  Not a lot to say about this pub, other than I liked the cheeky back exit on to Victoria Street!  Great little short cut down into the Grassmarket.","neutral","restaurants"
"tweets ""Rome, Milan clamp down on cars as smog smothers Italy: Cars were banished Monday from the streets of Milan whi...","neutral","tweets"
"restaurants I have to say this was the biggest disappointment ever, I have traveled all over eating at sushi places and quite frankly this has to be the worst sushi I have ever had. They raved about Chef Masa,and how fresh the fish was ...sorry chef but the yellowtail risotto was bland,the yellowtail was skimpy and not cut right ,oh and chewy .(never had chewy yellowtail,but ok) the lobster tempura roll was an abysmal. There is a reason that at 8:30 on a Saturday night in Vegas,there isn't more than 20 parties in this huge restuarant ? And god forbid you say something and Michael the server treats you like a leper. WOW,is all I can say for a restaurant in Aria ....WOW !!!!","negative","restaurants"
"movies sex with strangers will shock many with its unblinking frankness .","neutral","movies"
"tweets My friend @user is selling tickets for the Jonas Brothers concert @ Fort Canning on Monday @ $50/ticket. That\u2019s half price! RT!","positive","tweets"
"tweets WWE fan jumps rail and walks ramp with Seth Rollins during Monday Night Raw entrance","neutral","tweets"
"movies a remarkable film by bernard rose .","positive","movies"
"tweets ""Good luck and lots of energy to @user who is competing in the Ironman Wales this Sunday!! Come on Chris!""","positive","tweets"
"restaurants Big fan of this place. The staff are so nice and helpful. Unfortunately, this location is a little small.  The one on Scottsdale Rd is AMAAAAAZING though!! The beds regularly changed and lights swapped out frequently. The lotions are nicely priced compared to other places.  The level 2 unlimted is also waaaay cheaper than other places.","positive","restaurants"
"tweets Gucci bags subliminal possession april balloon the dual yours individualistic into confederacy as far as no sl...","neutral","tweets"
"restaurants I used to get takeout from here like every week when I had class at CPCC. Caveat:  I have only been to like two Malaysian restaurants in my life, so I'm certainly not an expert, but they had some very tasty dishes.  \n\nI have fond memories of the popiah.  It's addictive, and why I kept going back.   I also have love for the roti, sushi rollls and cute little pickled carrots.  As someone said below, the appetizers seem to be the star of the menu.\n\nDon't get the pad thai! It's not nearly so nuanced as it should be.  All I remember is a flat soy flavor.","neutral","restaurants"
"restaurants The only thing good here is the overpriced baked goods that they get from someplace else. The wanna-be pretentious staff are extremely rude (we stayed long enough to see 3 different rude employees) and it isn't even a TRUE coffee shop. A TRUE coffee shop has the following: good aura (its small, smells weird in the back, and doesn't have enough seats, the only table that is comfortable is reserved for huge groups), lets you sit and study once you buy a drink (all they care about is getting your money, they don't want you to sit and enjoy the environment, they just want you to buy coffee and leave, they are not welcoming to those costumers that stay), and friendly staff (nope). Go someplace better! Barriques, Michealangelos, and Fair Trade Coffee! Trust me! Don't be Fooled by Mother Fool's \""hipster\"" appeal. Tis nothing but sick, overpriced coffee and snobs in a smelly room. Word of advice Mother Fools: Make your employees shower, improve your atrocious coffee, and move out the the welcoming Willy Street environment where you do NOT fit in.","negative","restaurants"
"restaurants The first two times I ate here I thought tasty sushi and nothing special about the service, but a neat atmosphere.\n\nHowever I went here for lunch this afternoon and it was great.  I got good miso soup a nice little salad, a spicy tuna roll, tuna roll, and philadelphia roll in addition to some crab meat and tempura flakes with spicy sauce that the sushi chef gave me on the house and all of it was great.  The cost of this massive feast was only $14.50 quite a deal, and the service was better with everyone being friendly and polite.  \n\nEdo is definately worth checking out if you have not eaten here before and I have a feeling I'll go back again real soon.","positive","restaurants"
"tweets 6 years ago this weekend, I saw AC/DC at United Center on a Friday and Blink-182 in Tinley the next day. it was the best weekend ever.","positive","tweets"
"restaurants The scenery is very enjoyable, make sure they seat you \""outside\"" for a better ambiance during your meal. I would say the star of this buffet is the Crepe station, with a choice of savoury and sweet, we tried several types and they were all very good. The price is not too bad compared to other buffets in the area and the wait not as long either. I would only come here again for the crepes and prime rib though.\n\nTIPS:\n\nSign up for the Total Rewards program at the Paris hotel prior and you can get a discount on your buffet price per person/member. If you are not an american citizen make sure you have your passport as they take no other form of ID.","neutral","restaurants"
"tweets My mommy daughter date to Carrie Underwood! Shelli went too with her friend! My 5th time s @ Maverik Center","neutral","tweets"
"movies the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .","negative","movies"
"tweets Saturday night in with a curry and Celebrity Big Brother. Bank Holiday bliss. #passthenaanbread","positive","tweets"
"movies about amy 's cuteness , amy 's career success -lrb- she 's a best-selling writer of self-help books who ca n't help herself -rrb- , and amy 's neuroses when it comes to men .","neutral","movies"
"tweets Hanging out with Pip and Estella on a rainy Saturday.","neutral","tweets"
"movies - west coast rap wars , this modern mob music drama never fails to fascinate .","positive","movies"
"tweets Who's going to Nuit Blanche on Saturday (7pm-7am)?!? @user @user @user @user @user","neutral","tweets"
"restaurants I had the miso ramen made into a combination set with nitamago and a half order of gyoza.  Let's just say, I was slightly disappointed. \n\nThe food was decent. Broth tasted ok. The ramen seemed like it was from a package you buy at the store, and not authentic ramen. Their cha siu was mostly meat and very little fat (which is unacceptable because the fat in cha siu adds to the flavor). There was this weird red fruit in my ramen as well. I believe it to be a pickled.... uh... I honestly have no clue. haha!  I didn't really like it too much, but it does little to the flavoring of the soup. Next, the 'half order' of gyoza. And they really do mean half. Three tiny pieces pan fried on a plate.  They tasted like they were frozen from a supermarket. The nitamago was the only good thing in my bowl of ramen. Nicely flavored and decently cooked.\n\nThe waiter we had was not very knowledgable and could not answer simple questions.  We asked if we had a choice on the hardness of our noodles, and he did not know what we were talking about. To my knowledge, Shoku used to allow their customers to select the hardness of their noodles (one of the reasons I decided to check out this place) and the waiter had no clue what I was talking about. (We asked a different waiter later on, and he explained to us that a lot of customers were confused with the option so they ended up removing it completely).\n\nI'm sorry, Shoku, but there are better ramen places in town.","neutral","restaurants"
"tweets We thank you Thomas\u002c we all thank youRT @user Tom Brady wins AFC offensive player of the week for 22nd time","positive","tweets"
"movies a film that will enthrall the whole family .","positive","movies"
"tweets Chief Justice of India says he will constitute a bench to hear tomorrow Yakub's plea against death warrant @user @user","neutral","tweets"
"tweets I'm super excited for the Sam Smith concert tomorrow though!","positive","tweets"
"restaurants Yogurt is tasty as it should be...employees denied wifi access claiming they did not know password and one of the 2 employees kept flirting/playing with a patron the whole time we were at the venue.","negative","restaurants"
"restaurants Be adventurous and get the pbj burger - best thing ever - same with the duck egg rolls. Everything. Was. Amazing.\n\nThe service here is also impeccable. The manager who greeted us was friendly and made sure we enjoyed our time at the restaurant. We had two servers during the meal who were always friendly, always refilled my water and (since I'm weird and ask for a million lemons) happily brought me a plate full and refilled it when they realized they were gone. \n\nThe food is also insanely good. Like I said the PBJ burger sounds so strange but hits my top 3 list of burgers. Food was cooked perfectly and brought out hot and well cooked. \n\nIf I am ever back in Vegas I will definitely be returning.","positive","restaurants"
"restaurants Like many others, I came here after the positive reviews on yelp and it's close to where I live. Jorge did a great job. I've received so many compliments. Thank you Jorge!","positive","restaurants"
"movies its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .","positive","movies"
"tweets Fiorina Urges Republicans to Face Reality on Iran Deal: White House hopeful Carly Fiorina said Monday it's tim...","neutral","tweets"
"tweets ""Irish Times: McIlroy the agenda for topical debate: Golf:Rory McIlroy may be on a week off, but he remains in th...","neutral","tweets"
"movies there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .","negative","movies"
"tweets Well, it's gonna be about 100 tomorrow at @user We're gonna have to ride Jurassic Park a few times!","positive","tweets"
"movies an appalling ` ace ventura ' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton .","negative","movies"
"tweets ""That """"Not afraid,"""" photo of Paris is from the reaction to the Charlie Hebdo attack in January. It is not tonight.""","neutral","tweets"
"restaurants Nothing special. Probably 4 stars if you're drunk late at night. Funny how that improves just about any restaurant. If you're a tourist looking to try a classic Quebec poutine you should look elsewhere for the magical experience.","negative","restaurants"
"tweets Ok. So it might be an ad for Lexus or at least their design team. But this is cool. Make sure to watch the 2nd video","neutral","tweets"
"tweets If anyone is selling Zac brown band tickets for the Friday show contact me please","neutral","tweets"
"movies too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle 's carpets .","negative","movies"
"movies the film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .","negative","movies"
"movies in the name of an allegedly inspiring and easily marketable flick , the emperor 's club turns a blind eye to the very history it pretends to teach .","negative","movies"
"restaurants I don't know why but it has taken me about 4 times of coming to this place to realize it is just mediocre at best.  Looking back, some of the other reviews are right.  The food here is sort of...bland.  I've tried everything from steak, lobster, crab, cioppino, and various fish and all seem to miss the flavoring to make it memorable.  Don't get me wrong, some of the food here is good such as the clam chowder, sushi, and oysters but for the most part I believe there are way better options in town. \n\nAlong with main entrees being bland, my biggest disappointment with King's are the prices.  $42 for 1lb of king crab?  $25 for cedar plank salmon?  This place is off the strip but somehow has the same prices.  I would understand if it was the freshest fish or generous portions but the whole deal falls flat.  \n\nOne positive note about King's is the Kid's menu.  The actual menu is something like 6 pages long with tons of games, puzzles, and tattoos!  The little one loved it and took it home to have for later.  \n\nBottom line, if you want some good seafood at a good value avoid King's.  If you want to overpay for bland food, come enjoy!","negative","restaurants"
"restaurants I love something for free in Vegas!!   I learned so much here about the man behind the cars. He had a great since of humor as well as being an engineering genius. See the most expensive American made car here at $23,000,000! After a guided tour in the morning only, you can take a free case of fuel additives.  Don't take more than you can get on the plane since you can't carry it on.","positive","restaurants"
"movies ... hypnotically dull .","negative","movies"
"restaurants Incredible wait staff, very attentive.  Owner greeted us out front which was a nice touch. Allowed my fianc\u00e9 to sample 3 drafts before deciding on the Noda ramble on red.  Fried pickles were a great start, burger and sliders were UNREAL.  Fries come with grated parm and are also amazing.  Seriously one of the best overall burger-and-beer-on-a-weeknight experiences we have ever had.","positive","restaurants"
"tweets i need to figure out what shoes im going to buy tomorrow NIKE OR ADIDAS SUPERSTAR BC MY BROTHER HAS ONE AND I WANT TO HAVE IT TOO","positive","tweets"
"tweets I wonder how may twitter atheists have been converted by Christians. And vice versa.   Give it a rest FFS.","neutral","tweets"
"movies coral reef adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs -- and it lets the pictures do the punching .","positive","movies"
"restaurants I always have trouble finding Chinese food places that are good in AZ! However, this place is sooo good, and reasonable priced!","positive","restaurants"
"tweets Book your private jet flight to Vegas to see Floyd Mayweather v Andre Berto on September 12th at the MGM Grand...","neutral","tweets"
"tweets ""Due to the hurricane, game 1 of the the Eastern conf semi-final has been moved to RFK on Nov 3. The 2nd leg will be in NY on Nov 7. #DCU""","neutral","tweets"
"restaurants WOW!  That is all I could say once I looked in the mirror at how amazing my eyes looked.  I could not believe it was me!  Hilaree took the time to listen to what type of look I wanted.  I also wanted to know what she thought would look good.  Hilaree explained the whole process to me as I have never had lash extensions and was a bit nervous.  I have not even tried false lashes.  I love the look I get with mascara, but truly dislike putting it on each morning.  Having the lash extensions has made it easier (and more fun again) putting on make-up and getting out of the house to start my day.  Hilaree is a true professional, yet very friendly and sincere.  When a friend saw me with my new lashes, her immediate response was, \""your eyes will create havoc when you are in public!\""  Yes, I think that is what I want...people getting whip-LASH when they can't stop looking as I pass by!(:","positive","restaurants"
"tweets @user Yeah with Miss May I too. It\u2019s on the 1st at Backstage Live","neutral","tweets"
"restaurants After eating here so many times, I thought I'd finally do a review on it.  The first thing you notice when you walk in Blue Wasabi is: this place is hip and cool.  With its contemporary design and chic atmosphere, you know this is the place to be on a Friday night.  And the blue chairs and other blue accessories keeps with the theme.  The best part about this place is that there's Happy Hour (HH) everyday and I would only come here when it's HH.  Half off on certain drinks, rolls and sushi, it's no wonder it'll get crowded during the HH time.  \n\nWhat's this place know for is their blue wasabi just like the name of the restaurant.  It takes just like regular wasabi but colored blue which makes this different.  After trying pretty much all their HH menu, I would have to say my favorites are Killer Bee and the seared Ahi tuna salad dishes.  Killer Bee is great for those who love unagi.  The eels are so fresh and very tasty.  The subtle sweet taste of the sauce and the mango is sure to sting your taste buds.  This is a great twist from the traditional California roll.  What I love about the tuna salad is its many fresh tuna.  They are very generous on the tuna.  And the tangy vinaigrette adds a nice kick to the dish.   The salad is great for sharing, but it can be a pretty good meal by itself.\n\nThe desserts are a twist to the traditional main course.  They don't have your simple green tea ice cream or other Japanese desserts.  But they replace it w/ sweet chocolate rolls, banana spring rolls and tempera apples.  \n\nOn top of it all, they have creative names for their rolls that make this sushi place unlike the other sushi places you've ever been.  Its unique flavors and clever food twists make this place makes you want to eat and play with your food. Good eats + good fun = successful restaurant.","positive","restaurants"
"restaurants Service is bad, very bad. When you walk in they look at you like they want to chase you out. I said hello to the server, the reply was \""be with you in a minute\"", after 10 minutes he proceeded to take another customers order who just walked in the door (obviously a regular) then went back to ignoring me. It was obvious he didn't want to be there, and therefore neither do I.  I am not asking for royal service but that was blatant  discourtesy.  The cafe across the street is better choice!","negative","restaurants"
"tweets Grizzlies come back late to tie the game in regulation and then win 4-3 in a shootout Friday night at Maverik Center.","neutral","tweets"
"restaurants I have eaten here twice.  Both times the food was delicious.  I appreciate the atmosphere and decor which both are inviting.  I would say that I typically find the service a bit slow despite never being busy when I am there.  They have good gluten free options and their servers are knowledgeable which is a huge plus in my opinion.","positive","restaurants"
"restaurants Someone recently asked me what I thought of Fort McDowell Casino. \n\nBleccch!  Was my first thoughts. My second was bring a gas mask.  Yes, it's that bad.  It's like you're back in the 1960s with the blue smoke haze.  \n\nOver the years I attended conferences in LVS, Atlantic City, London, et cetera. This Casino is sadly the bottom rung and I'm up over $200 here on the one dollar slots!\n\nThe only Casino that may be in the same poor state of condition would be the Cliff Castle Casino in Camp Verde.  But that one is more amusement park with slots, then a Casino.  They also have a bowling alley, Kid Quest and a bunch of other stuff going on.  BTW, their Storyteller's Steakhouse isn't bad.\n\nSo why come here, when you have a Four Star experience at Talking Stick neaby? Looking at the other Yelp'ers who have given Fort McDowell Casino One and Two Stars, I believe Andrea nailed it.  \""This place is beyond gross. It's sad and pathetic, with sad and pathetic people gambling away money they clearly cannot afford to gamble away. \""  Of course Monique summed it up nicely, too. LOL\n\nSo, One Star \""Eek! Methinks not.\""","negative","restaurants"
"movies a perfectly competent and often imaginative film that lacks what little lilo & stitch had in spades -- charisma .","neutral","movies"
